Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q9CQQ7,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pb PE=1 SV=1",High,High,0,6.72,11,3,13,3,256,28.9,9.06,10.18,9.93,3,3,other metabolic processes;transport,other membranes,transporter activity;other molecular function,Pf05405,11950,Atp5pb,mmu:11950; Q9CQQ7,Formation of ATP by chemiosmotic coupling; Cristae formation,ENSMUSG00000000563,Oxidative phosphorylation; Electron transport chain,4,0,1.342,0.8524926838,32.7,53.8,146.2,72.47,30.93,n/a,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P55302,Alpha-2-macroglobulin receptor-associated protein OS=Mus musculus OX=10090 GN=Lrpap1 PE=1 SV=1,High,High,0,4.244,6,2,8,2,360,42.2,7.87,7.19,4.28,2,2,transport;signal transduction;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf06400, Pf06401",16976,Lrpap1,mmu:16976; P55302,,ENSMUSG00000029103,,0,0,0.677,0.743543776,36.88,96.7,103.3,72.56,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P26041,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,High,High,0,55.857,33,18,203,10,577,67.7,6.6,153.93,87.08,18,17,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00373, Pf00769, Pf09379, Pf09380, Pf20492",17698,Msn,B1AX70; mmu:17698; P26041; Q3UL28; Q8BSN4,Recycling pathway of L1,ENSMUSG00000031207,Regulation of actin cytoskeleton,2,1,1.308,0.8644163811,43.33,88,112,56.92,59.51,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P68510,14-3-3 protein eta OS=Mus musculus OX=10090 GN=Ywhah PE=1 SV=2,High,High,0,31.222,46,10,153,6,246,28.2,4.89,140.59,97.05,10,7,cell organization and biogenesis;other metabolic processes;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;other cell component,cytoskeletal activity;other molecular function,Pf00244,22629,Ywhah,mmu:22629; P11576; P68510; P70198; Q3TGZ9,TP53 Regulates Metabolic Genes; Activation of BAD and translocation to mitochondria ; RHO GTPases activate PKNs; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,ENSMUSG00000018965,Myometrial relaxation and contraction pathways; Alpha 6 beta 4 integrin signaling pathway; Calcium regulation in cardiac cells,7,0,1.789,0.3254505064,43.18,49.9,150.1,91.92,17.69,n/a,Peak Found,Peak Found,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,O08553,Dihydropyrimidinase-related protein 2 OS=Mus musculus OX=10090 GN=Dpysl2 PE=1 SV=2,High,High,0,123.607,64,24,328,21,572,62.2,6.38,316.27,202.21,24,20,cell organization and biogenesis;transport;developmental processes;other biological processes,other membranes;cytosol;cytoskeleton;other cell component,other molecular function,Pf01979,12934,Dpysl2,mmu:12934; O08553; Q6P5D0,Recycling pathway of L1; CRMPs in Sema3A signaling,ENSMUSG00000022048,Mechanisms associated with pluripotency,3,3,1.804,0.3146617217,41.43,73,127,24.88,38.81,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P11031,Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3,High,High,0,3.955,10,1,3,1,127,14.4,9.6,2.86,2.3,1,1,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf02229,20024,Sub1,mmu:20024; P11031; Q3UJR5; Q543N2,,ENSMUSG00000022205,,0,0,0.893,0.9670186829,0,105.7,94.3,,,n/a,n/a,n/a,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,Q9CQH7,Transcription factor BTF3 homolog 4 OS=Mus musculus OX=10090 GN=Btf3l4 PE=1 SV=1,High,High,0,3.699,27,2,5,2,158,17.3,6.35,2.78,0,2,2,,,,Pf01849,70533,Btf3l4,mmu:70533; Q9CQH7,,ENSMUSG00000028568; ENSMUSG00000114133,,0,0,0.648,0.6768919114,0,140.8,59.2,,,n/a,n/a,n/a,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P56375,Acylphosphatase-2 OS=Mus musculus OX=10090 GN=Acyp2 PE=1 SV=2,High,High,0,17.237,37,4,29,4,106,11.9,9.26,30.88,14.91,4,2,,,other molecular function,Pf00708,75572,Acyp2,mmu:75572; P56375; Q5SPV7; Q8BQX2,,ENSMUSG00000060923,,0,0,0.698,0.8084922291,39.17,115.3,84.7,22.56,25.26,High,High,High,High,n/a,High,High,High,1,
TRUE,High,Master Protein,P63054,Calmodulin regulator protein PCP4 OS=Mus musculus OX=10090 GN=Pcp4 PE=3 SV=2,High,High,0,12.484,42,2,43,2,62,6.8,6.71,43.85,34.86,2,2,other biological processes,cytoskeleton;other cell component,nucleic acid binding activity;other molecular function,,18546,Pcp4,mmu:18546; P07734; P63054; Q63890,,ENSMUSG00000090223,,0,0,1.372,0.8322270673,78.07,75.5,124.5,29.45,40.78,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,O08795,Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh PE=1 SV=1,High,High,0,20.382,13,6,39,6,521,58.8,4.46,30.92,24.36,6,6,protein metabolism;other metabolic processes;developmental processes;other biological processes,ER/Golgi;other cell component,nucleic acid binding activity;other molecular function,"Pf07915, Pf12999, Pf13202",19089,Prkcsh,mmu:19089; O08795; Q921X2,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation,ENSMUSG00000003402,,2,0,1.118,0.9546907661,34.19,85.4,114.6,44.77,10.81,High,High,High,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q80SW1,S-adenosylhomocysteine hydrolase-like protein 1 OS=Mus musculus OX=10090 GN=Ahcyl1 PE=1 SV=1,High,High,0,35.727,23,11,34,11,530,58.9,6.89,33.82,15.24,11,7,cell organization and biogenesis;other metabolic processes;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,"Pf00670, Pf05221",229709,Ahcyl1,mmu:229709; Q80SW1,Ion homeostasis,ENSMUSG00000027893,One-carbon metabolism and related pathways,2,0,0.977,0.996783417,44.52,64.8,135.2,95,10.85,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P09528,Ferritin heavy chain OS=Mus musculus OX=10090 GN=Fth1 PE=1 SV=2,High,High,0,15.305,29,4,47,4,182,21.1,5.88,45.59,25.67,4,3,transport;other biological processes,non-structural extracellular;other membranes;cytosol;other cytoplasmic organelle;other cell component,other molecular function,Pf00210,14319,Fth1,mmu:14319; P09528; Q3UI44,Neutrophil degranulation; Golgi Associated Vesicle Biogenesis; Iron uptake and transport,ENSMUSG00000024661,Iron homeostasis,4,0,0.957,0.996783417,33,104.6,95.4,11.87,34.49,High,High,High,High,Peak Found,Peak Found,High,High,1,
TRUE,High,Master Protein,P0C0S6,Histone H2A.Z OS=Mus musculus OX=10090 GN=H2az1 PE=1 SV=2,High,High,0,14.782,31,4,414,2,128,13.5,10.58,386.69,368.17,4,4,cell organization and biogenesis;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00125, Pf16211",51788,H2az1,B2RXZ3; mmu:51788; P0C0S6; P17317; Q3UA55; Q3UK43; Q68FD2,,ENSMUSG00000037894,Proteasome degradation,1,0,0.513,0.217978348,64.72,123.1,76.9,54.8,38.53,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,A2BDX3,Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1,High,High,0.005,1.165,2,1,10,1,460,49.3,7.49,7.35,1.63,1,1,protein metabolism;RNA metabolism OR transcription;other metabolic processes,cytosol;other cell component,other molecular function,"Pf00581, Pf00899",69372,Mocs3,A2BDX3; mmu:69372,Molybdenum cofactor biosynthesis,ENSMUSG00000074576,,1,0,,,,,,,,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,O54724,Caveolae-associated protein 1 OS=Mus musculus OX=10090 GN=Cavin1 PE=1 SV=1,High,High,0,58.626,42,14,146,14,392,43.9,5.52,138.71,93.67,14,14,RNA metabolism OR transcription;other metabolic processes;transport;other biological processes,plasma membrane;other membranes;cytosol;mitochondrion;ER/Golgi;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf15237,19285,Cavin1,mmu:19285; O54724; Q2TAW6,RHOA GTPase cycle; RHOB GTPase cycle; RHOC GTPase cycle; RNA Polymerase I Transcription Termination,ENSMUSG00000004044,,4,0,1.373,0.8322270673,58.92,100,100,40.18,63.12,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P62320,Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1,High,High,0,11.784,31,3,50,3,126,13.9,10.32,47.58,28.2,3,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01423,67332,Snrpd3,mmu:67332; P43331; P62320; Q3TV81,snRNP Assembly; mRNA Splicing - Major Pathway; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway; SLBP independent Processing of Histone Pre-mRNAs; SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,ENSMUSG00000020180,mRNA processing,7,0,0.889,0.9653878631,21.68,107.5,92.5,12.4,6.78,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q8VHM5,Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus OX=10090 GN=Hnrnpr PE=1 SV=1,High,High,0,61.961,35,17,112,12,632,70.8,8.13,111.61,65.79,16,13,other biological processes,nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf18360",74326,Hnrnpr,mmu:74326; Q8VHM5,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,ENSMUSG00000066037,mRNA processing,3,5,1.064,0.9834217595,40.27,94.9,105.1,21.22,28.98,High,Peak Found,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q08331,Calretinin OS=Mus musculus OX=10090 GN=Calb2 PE=1 SV=3,High,High,0,11.51,18,4,17,3,271,31.4,5.02,13.88,13.47,4,4,other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,"Pf00036, Pf13499",12308,Calb2,mmu:12308; Q08331; Q60964; Q9JM81,,ENSMUSG00000003657,,0,0,1.352,0.8508294016,32.47,109.7,90.3,,11.04,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9EQ20,"Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus OX=10090 GN=Aldh6a1 PE=1 SV=1",High,High,0,54.727,36,15,49,15,535,57.9,8.07,44.46,28.04,15,12,other metabolic processes;other biological processes,nucleus,other molecular function,Pf00171,104776,Aldh6a1,mmu:104776; Q3TDA2; Q8CIB4; Q9EQ20,Branched-chain amino acid catabolism,ENSMUSG00000021238,,1,0,1.242,0.9180853405,61.67,70.7,129.3,93.43,67.5,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P17751,Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=5,High,High,0,36.653,50,9,69,9,249,26.7,7.3,65.64,26.17,9,7,other metabolic processes,cytosol,other molecular function,Pf00121,21991,Tpi1,mmu:21991; P17751; Q3TJH2; Q3UC04; Q3UKG9; Q64513; Q9CVF9; Q9CWE7,Gluconeogenesis; Glycolysis,ENSMUSG00000023456,Fatty acid beta-oxidation; Glycolysis and gluconeogenesis,4,0,1.221,0.9308668518,47.3,78.4,121.6,43.95,20.56,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9WVA4,Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4,High,High,0,12.629,33,5,16,4,199,22.4,8.24,13.42,10.09,5,5,cell organization and biogenesis;other biological processes,cytoskeleton,cytoskeletal activity,"Pf00307, Pf00402",21346,Tagln2,mmu:21346; Q3TIB8; Q6A0C6; Q78ZX2; Q91VU2; Q9WVA4,Platelet degranulation,ENSMUSG00000026547,,1,0,0.771,0.9047768804,16.85,112.2,87.8,91.6,26.74,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,O08599,Syntaxin-binding protein 1 OS=Mus musculus OX=10090 GN=Stxbp1 PE=1 SV=2,High,High,0,52.883,32,15,71,15,594,67.5,6.96,60.08,31.42,15,14,cell adhesion;cell-cell signaling;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,other molecular function,Pf00995,20910,Stxbp1,A2ARS2; A2ARS3; A2ARS4; mmu:20910; O08599; Q5WAC6; Q8VD51,"Dopamine Neurotransmitter Release Cycle; Serotonin Neurotransmitter Release Cycle; Norepinephrine Neurotransmitter Release Cycle; Glutamate Neurotransmitter Release Cycle; Acetylcholine Neurotransmitter Release Cycle; GABA synthesis, release, reuptake and degradation",ENSMUSG00000026797,EGFR1 signaling pathway; Insulin signaling,8,0,4.239,0.00006313613699,18.61,7.2,192.8,129.54,8.46,n/a,n/a,Peak Found,High,n/a,High,High,High,1,
TRUE,High,Master Protein,P60824,Cold-inducible RNA-binding protein OS=Mus musculus OX=10090 GN=Cirbp PE=1 SV=1,High,High,0,25.241,38,5,66,5,172,18.6,9.61,67.11,56.42,5,5,cell organization and biogenesis;stress response;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00076,12696,Cirbp,mmu:12696; O09069; O09148; P60824; Q3V1A6; Q61413,,ENSMUSG00000045193,mRNA processing,1,0,0.654,0.7013660037,40.41,131.7,68.3,35.33,25.22,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P35278,Ras-related protein Rab-5C OS=Mus musculus OX=10090 GN=Rab5c PE=1 SV=2,High,High,0,2.667,5,1,3,1,216,23.4,8.41,2.03,1.83,1,1,cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,Pf00071,19345,Rab5c,mmu:19345; P35278; Q8R1V8; Q8R2N8,Clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; Neutrophil degranulation; RAB GEFs exchange GTP for GDP on RABs; RAB geranylgeranylation,ENSMUSG00000019173,,5,0,1.117,0.9546907661,9.94,94.5,105.5,,15.12,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q8R1H0,Homeodomain-only protein OS=Mus musculus OX=10090 GN=Hopx PE=1 SV=1,High,High,0,7.84,32,1,5,1,73,8.3,4.88,10.22,,1,,cell organization and biogenesis;developmental processes;other biological processes,nucleus;other cell component,enzyme regulator activity;nucleic acid binding activity,Pf00046,74318,Hopx,mmu:74318; Q8C1N5; Q8CJ22; Q8R1H0,,ENSMUSG00000059325,Regulation of cardiac hypertrophy by miR-208,1,0,1.028,0.996783417,48.98,98.6,101.4,44.96,,High,n/a,High,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,P61264,Syntaxin-1B OS=Mus musculus OX=10090 GN=Stx1b PE=1 SV=1,High,High,0,23.277,33,8,48,7,288,33.2,5.38,37.78,21.42,8,8,cell-cell signaling;cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf00804, Pf05739",56216,Stx1b,A2RSB4; mmu:56216; O35525; P32853; P61264,LGI-ADAM interactions,ENSMUSG00000030806,,1,1,3.881,0.0002229855348,26.35,12.2,187.8,82.02,60.07,Peak Found,Peak Found,Peak Found,High,n/a,High,High,High,1,
TRUE,High,Master Protein,P99029,"Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2",High,High,0,12.621,30,5,18,5,210,21.9,8.85,15.69,7.4,5,4,other metabolic processes;stress response;other biological processes,other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,Pf08534,54683,Prdx5,mmu:54683; P99029; Q9QX45; Q9QZ75,TP53 Regulates Metabolic Genes; Detoxification of Reactive Oxygen Species,ENSMUSG00000024953,Oxidative stress and redox pathway,3,0,1.128,0.9546907661,42.51,62.9,137.1,73.5,48.94,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P04370,Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp PE=1 SV=2,High,High,0,25.246,24,7,383,7,250,27.2,9.58,396.35,287.92,7,7,cell organization and biogenesis;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;nucleus;other cell component,other molecular function,Pf01669,17196,Mbp,mmu:17196; P04370; Q01585; Q03139; Q03176; Q61836; Q61837; Q99KE4; Q9QWP1,,ENSMUSG00000041607,Neural crest differentiation; Spinal cord injury; Mapk cascade; Mecp2 and associated Rett syndrome,4,0,3.613,0.0005786749048,73.74,50.2,149.8,38.99,54.98,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q920Q6,RNA-binding protein Musashi homolog 2 OS=Mus musculus OX=10090 GN=Msi2 PE=1 SV=1,High,High,0,23.183,21,5,17,5,346,36.9,8.47,16.95,16.13,5,5,developmental processes;other biological processes,cytosol;other cell component,nucleic acid binding activity;other molecular function,Pf00076,76626,Msi2,mmu:76626; Q8BQ90; Q920Q6; Q920Q7,RHOBTB2 GTPase cycle,ENSMUSG00000069769,mRNA processing,2,0,0.769,0.892516,34.71,88,112,97.98,49.05,n/a,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9D6F9,Tubulin beta-4A chain OS=Mus musculus OX=10090 GN=Tubb4a PE=1 SV=3,High,High,0,89.299,53,18,321,2,444,49.6,4.88,333.42,177.05,18,14,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,"Pf00091, Pf03953",22153,Tubb4a,mmu:22153; Q62364; Q80Y54; Q9D6F9,MHC class II antigen presentation; Recycling pathway of L1; PKR-mediated signaling; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-independent Golgi-to-ER retrograde traffic; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; COPI-mediated anterograde transport; Separation of Sister Chromatids; Anchoring of the basal body to the plasma membrane; Resolution of Sister Chromatid Cohesion; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; AURKA Activation by TPX2; EML4 and NUDC in mitotic spindle formation; Intraflagellar transport; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Hedgehog 'off' state; RHO GTPases activate IQGAPs; The role of GTSE1 in G2/M progression after G2 checkpoint; Aggrephagy; Sealing of the nuclear envelope (NE) by ESCRT-III,ENSMUSG00000062591,Exercise-induced circadian regulation,30,0,1.858,0.2650719384,32.06,58.5,141.5,64.49,37.51,n/a,n/a,Peak Found,High,n/a,High,n/a,High,1,
TRUE,High,Master Protein,P56564,Excitatory amino acid transporter 1 OS=Mus musculus OX=10090 GN=Slc1a3 PE=1 SV=2,High,High,0,28.91,15,5,59,5,543,59.6,8.4,67.7,59.66,4,5,other metabolic processes;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;mitochondrion;other cell component,transporter activity;other molecular function,Pf00375,20512,Slc1a3,mmu:20512; P56564; Q99P53,Glutamate Neurotransmitter Release Cycle; Transport of inorganic cations/anions and amino acids/oligopeptides; Astrocytic Glutamate-Glutamine Uptake And Metabolism,ENSMUSG00000005360,,3,0,1.276,0.9011596798,43.04,84.9,115.1,75.36,24.29,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P60867,Small ribosomal subunit protein uS10 OS=Mus musculus OX=10090 GN=Rps20 PE=1 SV=1,High,High,0,9.207,25,3,65,3,119,13.4,9.94,61.84,29.75,3,2,protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,Pf00338,67427,Rps20,mmu:67427; P17075; P60867,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000028234,Cytoplasmic ribosomal proteins; mRNA processing,12,0,0.909,0.9767557871,36,110.2,89.8,20.64,23.52,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P51859,Hepatoma-derived growth factor OS=Mus musculus OX=10090 GN=Hdgf PE=1 SV=2,High,High,0,54.933,62,11,261,10,237,26.3,4.83,230.24,135.11,11,9,cell organization and biogenesis;signal transduction;other biological processes,non-structural extracellular;nucleus;other cell component,signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function,Pf00855,15191,Hdgf,mmu:15191; P51859; Q8BPG7; Q9CYA4; Q9JK87,,ENSMUSG00000004897,,0,0,0.759,0.8869411755,45.82,111.8,88.2,38.24,26.2,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P63158,High mobility group protein B1 OS=Mus musculus OX=10090 GN=Hmgb1 PE=1 SV=2,High,High,0,47.113,49,8,270,7,215,24.9,5.74,321.2,214.49,8,6,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;nucleic acid binding activity;other molecular function,"Pf00505, Pf09011",15289,Hmgb1,mmu:15289; P07155; P27109; P27428; P63158,Neutrophil degranulation; Regulation of TLR by endogenous ligand; Pyroptosis; Apoptosis induced DNA fragmentation; TAK1-dependent IKK and NF-kappa-B activation  ; TRAF6 mediated NF-kB activation; Advanced glycosylation endproduct receptor signaling,ENSMUSG00000066551,Comprehensive IL-17A signaling,8,2,0.71,0.8282293154,58.73,142,58,42.4,34.56,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,D3YXK2,Scaffold attachment factor B1 OS=Mus musculus OX=10090 GN=Safb PE=1 SV=2,High,High,0,62.934,24,15,49,15,937,105,5.35,62.23,17.96,15,9,other metabolic processes;signal transduction;other biological processes,nucleus,nucleic acid binding activity;other molecular function,"Pf00076, Pf02037",224903,Safb,D3YXK2; mmu:224903,SUMOylation of transcription cofactors,ENSMUSG00000071054,,1,0,0.732,0.8524926838,43.28,136.4,63.6,21.52,64.86,High,High,High,High,Peak Found,High,High,High,1,
TRUE,Medium,Master Protein,P62274,Small ribosomal subunit protein uS14 OS=Mus musculus OX=10090 GN=Rps29 PE=1 SV=2,High,High,0.011,1.004,13,1,4,1,56,6.7,10.13,4.14,,1,,protein metabolism;other metabolic processes,other membranes;cytosol;ER/Golgi;translational apparatus;other cell component,other molecular function,Pf00253,20090,Rps29,mmu:20090; P30054; P62274,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000034892,Cytoplasmic ribosomal proteins; mRNA processing,12,0,1.4,0.8146009028,36.37,79.3,120.7,24.23,24.59,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P70202,Latexin OS=Mus musculus OX=10090 GN=Lxn PE=1 SV=2,High,High,0,10.411,18,3,11,3,222,25.5,5.74,12.03,9.64,3,2,stress response;other biological processes,non-structural extracellular;other cell component,enzyme regulator activity;other molecular function,"Pf06907, Pf20630",17035,Lxn,mmu:17035; P70202; Q3UDQ0; Q8CCS8,,ENSMUSG00000047557,,0,0,0.895,0.9639788418,55.05,78,122,95.04,36.41,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P39447,Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=2,High,High,0,24.216,8,10,27,10,1745,194.6,6.64,19.66,12.19,10,10,cell adhesion;cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,other molecular function,"Pf00595, Pf00625, Pf00791, Pf07653",21872,Tjp1,E9QK00; mmu:21872; P39447,Apoptotic cleavage of cell adhesion  proteins; Regulation of gap junction activity; Signaling by Hippo,ENSMUSG00000030516,,3,0,1.107,0.9676717961,23.59,97.4,102.6,111.88,96.7,n/a,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
