Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q60692,Proteasome subunit beta type-6 OS=Mus musculus OX=10090 GN=Psmb6 PE=1 SV=3,High,Peak Found,0.001,2.044,5,1,2,1,238,25.4,5.11,1.56,1.87,1,1,protein metabolism;other metabolic processes,cytosol;mitochondrion;nucleus;other cell component,other molecular function,Pf00227,19175,Psmb6,mmu:19175; Q3V240; Q60692; Q60693; Q8BJX9; Q91VH5,Separation of Sister Chromatids; ABC-family proteins mediated transport; MAPK6/MAPK4 signaling; FCERI mediated NF-kB activation; Downstream TCR signaling; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; UCH proteinases; Regulation of PTEN stability and activity; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly,ENSMUSG00000018286,Proteasome degradation,50,0,0.891,0.9564321402,61.78,105.8,94.2,54.39,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q3UMU9,Hepatoma-derived growth factor-related protein 2 OS=Mus musculus OX=10090 GN=Hdgfl2 PE=1 SV=1,High,Peak Found,0,13.289,7,4,89,2,669,74.2,8.66,92.89,61.79,4,4,cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes,nucleus;other cell component,other molecular function,"Pf00855, Pf11467",15193,Hdgfl2,D6CHX5; mmu:15193; O35540; Q3UIH6; Q3UMU9; Q99L92,,ENSMUSG00000002833,,0,0,0.803,0.911225884,28.95,110.4,89.6,42.95,12.3,Peak Found,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9CQF4,Mitochondrial transcription rescue factor 1 OS=Mus musculus OX=10090 GN=Mtres1 PE=1 SV=1,High,Peak Found,0,4.992,5,1,4,1,240,27.8,9.36,3.78,2.45,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,mitochondrion,translation activity;nucleic acid binding activity,,67851,Mtres1,mmu:67851; Q3TQU4; Q9CQF4,,ENSMUSG00000019797,,0,0,0.975,0.996783417,34.94,101.3,98.7,38.04,,High,Peak Found,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q6NZJ6,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1,High,Peak Found,0,3.66,1,1,2,1,1600,176,5.4,2.71,2.56,1,1,protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf02020, Pf02847, Pf02854",208643,Eif4g1,mmu:208643; Q6NZJ6; Q6NZN8; Q8BW99,L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Ribosomal scanning and start codon recognition; ISG15 antiviral mechanism; Deadenylation of mRNA; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); AUF1 (hnRNP D0) binds and destabilizes mRNA; mTORC1-mediated signalling,ENSMUSG00000045983,Translation factors,12,0,0.675,0.7418746081,0,119.4,80.6,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,P59708,Splicing factor 3B subunit 6 OS=Mus musculus OX=10090 GN=Sf3b6 PE=1 SV=1,High,Peak Found,0,8.247,28,3,6,3,125,14.6,9.38,4.62,3.99,3,3,RNA metabolism OR transcription;other metabolic processes;developmental processes,nucleus,nucleic acid binding activity,Pf00076,66055,Sf3b6,mmu:66055; P59708; Q3U9T9,,ENSMUSG00000037361,mRNA processing,1,0,0.725,0.8508294016,28.55,130.2,69.8,20.46,32.45,Peak Found,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9ERS2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Mus musculus OX=10090 GN=Ndufa13 PE=1 SV=3,High,Peak Found,0,3.395,14,2,3,2,144,16.8,9.48,3.4,1.61,2,1,cell organization and biogenesis;other metabolic processes;transport;signal transduction;other biological processes,other membranes;mitochondrion;nucleus;other cell component,other molecular function,Pf06212,67184,Ndufa13,mmu:67184; Q9DC98; Q9DCA1; Q9ERS2,Mitochondrial protein degradation; Complex I biogenesis,ENSMUSG00000036199,EGFR1 signaling pathway,4,0,1.52,0.65506765,52.32,52.2,147.8,77.31,38.71,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q61595,Kinectin OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1,High,Peak Found,0,7.5,2,2,3,2,1327,152.5,5.86,4.36,2.58,2,1,transport;other biological processes,other membranes;ER/Golgi,cytoskeletal activity,Pf05104,16709,Ktn1,mmu:16709; Q61595; Q8BG49; Q8BHF4; Q8BHM8; Q8C9Y5; Q8CG51; Q8CG52; Q8CG53; Q8CG54; Q8CG55; Q8CG56; Q8CG57; Q8CG58; Q8CG59; Q8CG60; Q8CG61; Q8CG62; Q8CG63,RHOA GTPase cycle; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOG GTPase cycle; RND2 GTPase cycle; RND3 GTPase cycle; RHO GTPases activate KTN1,,,9,0,0.688,0.7674066386,22.05,126,74,,67.04,n/a,n/a,n/a,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9R0M4,Podocalyxin OS=Mus musculus OX=10090 GN=Podxl PE=1 SV=2,High,Peak Found,0,3.306,2,1,2,1,503,53.4,4.97,2.15,2.25,1,1,cell adhesion;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,,Pf06365,27205,Podxl,mmu:27205; Q9ESZ1; Q9R0M4,,ENSMUSG00000025608,Primary focal segmental glomerulosclerosis (FSGS),1,0,1.269,0.9047768804,0,88.1,111.9,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CR61,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3,High,Peak Found,0.001,1.768,7,1,1,1,137,16.3,8.18,1.36,,1,,cell organization and biogenesis;other metabolic processes;transport,other membranes;mitochondrion,transporter activity,Pf05676,66916,Ndufb7,mmu:66916; Q9CR61,Complex I biogenesis,ENSMUSG00000033938,Oxidative phosphorylation; Electron transport chain,4,0,1.266,0.9047768804,14.74,90,110,13.74,19.58,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P97461,Small ribosomal subunit protein uS7 OS=Mus musculus OX=10090 GN=Rps5 PE=1 SV=4,High,Peak Found,0,2.425,7,1,1,1,204,22.9,9.72,1.61,,1,,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00177,20103,Rps5,mmu:20103; O08607; P97461; Q91V55,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000012848,Cytoplasmic ribosomal proteins,11,0,0.727,0.8508676473,0,115.8,84.2,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,P17047,Lysosome-associated membrane glycoprotein 2 OS=Mus musculus OX=10090 GN=Lamp2 PE=1 SV=2,High,Peak Found,0.004,1.179,2,1,2,1,415,45.7,7.39,1.41,0,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cytoplasmic organelle,other molecular function,"Pf01299, Pf21222",16784,Lamp2,A2A430; mmu:16784; P17047; Q3TXG5; Q8BSG8,Neutrophil degranulation; Platelet degranulation,ENSMUSG00000016534,,2,0,0.911,0.9670186829,32.48,104.3,95.7,9.24,32.5,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,n/a,1,
TRUE,High,Master Protein,Q91ZJ5,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2 PE=1 SV=3,High,Peak Found,0.009,1.06,2,1,2,1,508,56.9,7.61,1.38,1.64,1,1,other metabolic processes;developmental processes,other cell component,other molecular function,Pf01704,216558,Ugp2,mmu:216558; Q8R3D2; Q91ZJ5,"Formation of the active cofactor, UDP-glucuronate; Glycogen synthesis",ENSMUSG00000001891,Glucuronidation; Glycogen metabolism; Exercise-induced circadian regulation,5,0,0.668,0.7261158624,45.21,119.9,80.1,,41.25,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q99M28,RNA-binding protein with serine-rich domain 1 OS=Mus musculus OX=10090 GN=Rnps1 PE=1 SV=1,High,Peak Found,0,3.787,5,1,2,1,305,34.2,11.84,2.05,2.06,1,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity,Pf00076,19826,Rnps1,mmu:19826; Q3TMJ1; Q922H8; Q99M28,mRNA Splicing - Major Pathway; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination,ENSMUSG00000034681,mRNA processing,6,0,0.891,0.9654751488,0,105.8,94.2,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,O54962,Barrier-to-autointegration factor OS=Mus musculus OX=10090 GN=Banf1 PE=1 SV=1,High,Peak Found,0,2.53,13,1,4,1,89,10.1,6.09,3.47,3.91,1,1,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf02961,23825,Banf1,mmu:23825; O54962; Q542E6,Nuclear Envelope Breakdown; Initiation of Nuclear Envelope (NE) Reformation,ENSMUSG00000024844,,2,0,0.708,0.7674066386,27.14,117.1,82.9,20.05,15.07,Peak Found,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,P97384,Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2,High,Peak Found,0.017,0.877,2,1,2,1,503,54,7.66,1.44,0,1,1,cell cycle OR cell proliferation;transport;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,other molecular function,Pf00191,11744,Anxa11,mmu:11744; P97384; Q921F1,,ENSMUSG00000021866,,0,0,0.849,0.9546907661,0,108.1,91.9,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9QYS9,KH domain-containing RNA-binding protein QKI OS=Mus musculus OX=10090 GN=Qki PE=1 SV=1,High,Peak Found,0,6.162,9,3,6,3,341,37.6,8.56,4.17,1.8,3,3,RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00013, Pf16544, Pf16551",19317,Qki,mmu:19317; O88972; Q61110; Q78ZE4; Q78ZE5; Q8K4X9; Q8K4Y0; Q9CW34; Q9QUH4; Q9QYS9; Q9R2A8; Q9Z246,,ENSMUSG00000062078,mRNA processing; Exercise-induced circadian regulation,2,0,1.317,0.8551374013,68.17,96.2,103.8,73.63,22.77,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9CQI7,U2 small nuclear ribonucleoprotein B'' OS=Mus musculus OX=10090 GN=Snrpb2 PE=1 SV=1,High,Peak Found,0,3.288,10,3,15,1,225,25.3,9.72,10.81,3.72,3,3,RNA metabolism OR transcription;other metabolic processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00076,20639,Snrpb2,mmu:20639; Q9CQI7; Q9CW35; Q9CZ66,mRNA Splicing - Major Pathway,ENSMUSG00000008333,mRNA processing,2,0,1.102,0.9716864954,74.6,100.2,99.8,67.21,44.97,n/a,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q06890,Clusterin OS=Mus musculus OX=10090 GN=Clu PE=1 SV=1,High,Peak Found,0,4.735,6,2,4,2,448,51.6,5.67,3.03,2.32,2,2,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;other molecular function,Pf01093,12759,Clu,mmu:12759; Q06890,Regulation of Complement cascade; Platelet degranulation ; Antimicrobial peptides; Terminal pathway of complement,ENSMUSG00000022037,,4,0,0.469,0.1154992703,27.71,152.2,47.8,74.66,,n/a,Peak Found,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,P50580,Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3,High,Peak Found,0.004,1.317,3,1,2,1,394,43.7,6.86,1.35,1.66,1,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00557,18813,Pa2g4,mmu:18813; P50580,Neutrophil degranulation,ENSMUSG00000025364,,1,0,1.175,0.9546907661,42.37,96.2,103.8,40.02,28.79,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q8K3C3,Protein LZIC OS=Mus musculus OX=10090 GN=Lzic PE=1 SV=1,High,Peak Found,0,2.255,6,1,2,1,190,21.5,4.96,1.74,1.74,1,1,,,other molecular function,Pf06384,69151,Lzic,mmu:69151; Q8K3C3; Q9D8V3,,ENSMUSG00000028990,,0,0,0.856,0.9546907661,0,107.7,92.3,,,n/a,n/a,n/a,High,n/a,Peak Found,n/a,n/a,1,
TRUE,Medium,Master Protein,Q9CQM9,Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1,High,Peak Found,0.015,0.896,3,1,2,1,337,37.8,5.59,1.23,0,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,"Pf00085, Pf00462",30926,Glrx3,mmu:30926; Q5I0V8; Q9CQM9; Q9JLZ2,,ENSMUSG00000031068,,0,0,0.789,0.9180853405,32.4,111.8,88.2,,30.19,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9Z1D1,Eukaryotic translation initiation factor 3 subunit G OS=Mus musculus OX=10090 GN=Eif3g PE=1 SV=2,High,Peak Found,0,3.342,14,2,4,2,320,35.6,5.9,2.5,1.68,2,2,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf12353",53356,Eif3g,mmu:53356; Q9R079; Q9Z1D1,"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000070319,Translation factors; mRNA processing,8,0,1.075,0.9834217595,28.38,96.4,103.6,52.71,10.15,Peak Found,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,O35226,26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmd4 PE=1 SV=1,High,Peak Found,0,5.035,7,2,4,2,376,40.7,4.79,2.98,1.87,2,2,protein metabolism;other metabolic processes,cytosol;nucleus;other cell component,other molecular function,"Pf02809, Pf13519",19185,Psmd4,mmu:19185; O35226; Q91V59; Q9JJM0; Q9JJM1; Q9JJM2; Q9JJM3,Proteasome assembly,ENSMUSG00000005625,ID signaling pathway; Proteasome degradation,3,0,0.659,0.6945740684,0,140,60,21.98,,Peak Found,Peak Found,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9D8B3,Charged multivesicular body protein 4b OS=Mus musculus OX=10090 GN=Chmp4b PE=1 SV=2,High,Peak Found,0,5.41,11,2,4,2,224,24.9,4.82,3.3,2.5,2,2,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,other molecular function,Pf03357,75608,Chmp4b,A2AVM1; mmu:75608; Q3TXM7; Q91VM7; Q922P1; Q9D8B3,Sealing of the nuclear envelope (NE) by ESCRT-III; Macroautophagy; Pyroptosis; Endosomal Sorting Complex Required For Transport (ESCRT),ENSMUSG00000038467,,4,0,0.951,0.996783417,25.05,87.5,112.5,47.54,35.84,n/a,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P51660,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,High,Peak Found,0,7.457,6,4,7,4,735,79.4,8.57,7.12,2.6,4,3,other metabolic processes;developmental processes,other cytoplasmic organelle,other molecular function,"Pf00106, Pf01575, Pf02036, Pf22622",15488,Hsd17b4,mmu:15488; P51660; Q9DBM3,Peroxisomal protein import; Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol; Beta-oxidation of pristanoyl-CoA; Beta-oxidation of very long chain fatty acids; alpha-linolenic acid (ALA) metabolism,ENSMUSG00000024507,Steroid biosynthesis,6,0,0.833,0.9461156536,55.42,58.7,141.3,100.74,19.59,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q05920,"Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1",High,Peak Found,0,12.891,6,6,12,6,1178,129.6,6.71,9.95,8.12,6,6,other metabolic processes;other biological processes,mitochondrion;other cell component,other molecular function,"Pf00289, Pf00364, Pf00682, Pf02436, Pf02785, Pf02786",,Pc,Q05920,Gluconeogenesis; Biotin transport and metabolism; Pyruvate metabolism,,,3,0,0.99,0.999982539,52.21,78.8,121.2,97.39,18.77,n/a,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,O54946,DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=4,High,Peak Found,0,2.762,3,1,2,1,365,39.8,9.36,1.54,0,1,1,cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00226,23950,Dnajb6,mmu:23950; O54946; Q3TE94; Q3U6L0; Q3UNJ5; Q3UYT7; Q99LA5; Q9QYI9,Regulation of HSF1-mediated heat shock response,ENSMUSG00000029131,,1,0,0.996,0.996783417,0,100.2,99.8,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9D517,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus OX=10090 GN=Agpat3 PE=1 SV=2,High,Peak Found,0,2.752,3,1,2,1,376,43.3,8.51,2.01,1.86,1,1,other metabolic processes,other membranes;ER/Golgi;nucleus;other cell component,other molecular function,"Pf01553, Pf16076",28169,Agpat3,C4B4E7; mmu:28169; Q7TT39; Q8BST2; Q9D517,COPI-independent Golgi-to-ER retrograde traffic; Synthesis of PA,ENSMUSG00000001211,Triacylglyceride synthesis,3,0,0.771,0.9047768804,0,112.9,87.1,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CQJ6,Density-regulated protein OS=Mus musculus OX=10090 GN=Denr PE=1 SV=1,High,Peak Found,0.001,2.115,8,1,2,1,198,22.2,5.3,1.19,0,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,other cell component,nucleic acid binding activity,"Pf01253, Pf21023",68184,Denr,mmu:68184; Q3UXY1; Q9CQJ6,,ENSMUSG00000023106,,0,0,1.102,0.9653878631,0,95.2,104.8,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9D115,Zinc finger protein 706 OS=Mus musculus OX=10090 GN=Znf706 PE=1 SV=1,High,Peak Found,0.003,1.487,14,1,1,1,76,8.5,10.01,0.96,,1,,other biological processes,nucleus;other cell component,other molecular function,"Pf04419, Pf12874",68036,Znf706,mmu:68036; Q9D115,Generic Transcription Pathway,ENSMUSG00000062397,,1,0,0.661,0.678836743,6.88,120.4,79.6,41.45,,High,n/a,Peak Found,Peak Found,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8BJ71,Nuclear pore complex protein Nup93 OS=Mus musculus OX=10090 GN=Nup93 PE=1 SV=1,High,Peak Found,0,2.447,1,1,2,1,819,93.2,5.72,1.62,0,1,1,cell organization and biogenesis;other metabolic processes;transport;other biological processes,other membranes;cytoskeleton;nucleus,other molecular function,Pf04097,71805,Nup93,mmu:71805; Q3TED9; Q8BIK7; Q8BJ71; Q8K1R4; Q8R592,Regulation of HSF1-mediated heat shock response; Transport of the SLBP independent Mature mRNA; Transport of the SLBP Dependant Mature mRNA; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of Mature mRNA derived from an Intron-Containing Transcript; Regulation of Glucokinase by Glucokinase Regulatory Protein; snRNP Assembly; SUMOylation of DNA damage response and repair proteins; SUMOylation of ubiquitinylation proteins; Nuclear Pore Complex (NPC) Disassembly; SUMOylation of SUMOylation proteins; SUMOylation of chromatin organization proteins; SUMOylation of RNA binding proteins; SUMOylation of DNA replication proteins; Transcriptional regulation by small RNAs; Postmitotic nuclear pore complex (NPC) reformation,ENSMUSG00000032939,,16,0,0.942,0.9932463579,2.14,103,97,2.04,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1,High,Peak Found,0,2.91,1,1,2,1,803,91.3,5.02,1.78,0,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,translational apparatus;other cell component,nucleic acid binding activity;other molecular function,"Pf00076, Pf08662",27979,Eif3b,mmu:27979; Q8JZQ9; Q922K2,"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000056076,Translation factors; mRNA processing; IL-2 signaling pathway,9,0,0.954,0.996783417,4.28,101.7,98.3,22.59,2.07,n/a,Peak Found,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P14824,Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3,High,Peak Found,0,3.903,3,2,4,2,673,75.8,5.5,3.57,2.14,2,2,transport;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;mitochondrion;other cytoplasmic organelle;other cell component,transporter activity;other molecular function,Pf00191,11749,Anxa6,mmu:11749; P14824; Q8BSS4,,ENSMUSG00000018340,Prostaglandin synthesis and regulation; Comprehensive IL-17A signaling; Calcium regulation in cardiac cells,3,0,1.04,0.996783417,23.22,99.4,100.6,,25.72,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9JKB3,Y-box-binding protein 3 OS=Mus musculus OX=10090 GN=Ybx3 PE=1 SV=2,High,Peak Found,0,14.829,15,4,24,1,361,38.8,9.69,23.09,22.19,4,4,stress response;developmental processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00313,56449,Ybx3,mmu:56449; Q80WG4; Q9EQF7; Q9EQF8; Q9JKB3,,ENSMUSG00000030189,,0,3,0.807,0.9328300997,29.9,105.7,94.3,32.83,26.65,Peak Found,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
